Age,Height,Sex_mapped,Overweight_Obese_Family_mapped,Consumption_of_Fast_Food_mapped,Frequency_of_Consuming_Vegetables_mapped,Number_of_Main_Meals_Daily_mapped,Food_Intake_Between_Meals_mapped,Smoking_mapped,Liquid_Intake_Daily_mapped,Calculation_of_Calorie_Intake_mapped,Physical_Excercise_mapped,Schedule_Dedicated_to_Technology_mapped,Type_of_Transportation_Used_mapped,Class_mapped
27,175,Female,No,No,Sometimes,1 or 2 ,Usually,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Normal
28,154,Female,No,Yes,Always,3,Sometimes,Yes,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Public Transportation,Normal
28,159,Female,No,No,Always,1 or 2 ,Rarely,Yes,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Public Transportation,Normal
28,156,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
28,159,Female,No,No,Sometimes,More than 3,Sometimes,No,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Public Transportation,Normal
28,158,Female,No,No,Sometimes,1 or 2 ,Usually,No,More than 2 Liters,No,No sports,3-5 hours per day,Walking,Normal
28,164,Female,No,No,Always,1 or 2 ,Always,No,Less than 1 Liter,No,5-6 days per week,More than 5 hourse per day,Public Transportation,Normal
28,166,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Bike,Normal
28,168,Female,No,No,Always,3,Always,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Normal
28,167,Female,No,No,Sometimes,3,Always,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Bike,Overweight
28,169,Female,No,No,Always,1 or 2 ,Always,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Bike,Normal
28,171,Female,No,No,Always,1 or 2 ,Always,No,More than 2 Liters,No,No sports,More than 5 hourse per day,Public Transportation,Normal
29,155,Female,No,No,Always,3,Rarely,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Overweight
29,161,Female,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Walking,Normal
29,159,Female,No,No,Sometimes,3,Always,No,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Public Transportation,Overweight
29,161,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Walking,Overweight
29,168,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Public Transportation,Normal
29,166,Female,No,No,Always,1 or 2 ,Sometimes,No,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Public Transportation,Normal
29,173,Female,No,No,Sometimes,3,Always,No,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Public Transportation,Normal
29,174,Female,No,No,Sometimes,3,Rarely,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Normal
29,172,Female,Yes,No,Sometimes,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,7 days per week,1-2 hours per day,Public Transportation,Normal
29,173,Female,No,No,Always,1 or 2 ,Rarely,No,More than 2 Liters,Yes,5-6 days per week,3-5 hours per day,Public Transportation,Normal
29,181,Female,No,Yes,Rarely,3,Usually,No,Between 1 and 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Overweight
30,158,Female,No,No,Always,3,Rarely,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Bike,Normal
30,162,Female,No,No,Always,3,Usually,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Normal
30,163,Female,No,No,Always,3,Rarely,No,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Public Transportation,Normal
30,163,Female,No,No,Always,3,Always,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Normal
30,164,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Between 1 and 2 Liters,Yes,5-6 days per week,3-5 hours per day,Public Transportation,Normal
30,164,Female,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,1-2 days per week,More than 5 hourse per day,Walking,Normal
30,170,Female,No,No,Rarely,3,Always,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Public Transportation,Normal
31,154,Female,No,No,Sometimes,3,Always,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Walking,Overweight
31,160,Female,No,No,Rarely,3,Always,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Walking,Overweight
31,162,Female,Yes,No,Sometimes,More than 3,Rarely,No,Between 1 and 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Public Transportation,Normal
31,166,Female,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,1-2 days per week,1-2 hours per day,Walking,Normal
31,164,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Bike,Normal
31,168,Female,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Motorbike,Normal
31,155,Female,No,Yes,Sometimes,3,Always,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
31,154,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
31,158,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Overweight
32,154,Female,No,Yes,Always,3,Rarely,Yes,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Bike,Normal
32,158,Female,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Normal
32,158,Female,No,No,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Walking,Overweight
32,161,Female,No,No,Always,3,Always,No,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Overweight
32,159,Female,No,No,Sometimes,3,Usually,No,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Automobile,Normal
32,163,Female,No,No,Always,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Normal
32,165,Female,No,No,Always,3,Sometimes,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Normal
32,166,Female,No,No,Always,3,Sometimes,Yes,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Normal
32,171,Female,No,No,Sometimes,3,Rarely,Yes,Less than 1 Liter,No,3-4 days per week,More than 5 hourse per day,Automobile,Normal
32,172,Female,No,No,Always,More than 3,Always,Yes,Between 1 and 2 Liters,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
33,158,Female,Yes,No,Always,3,Always,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
33,159,Female,No,No,Sometimes,3,Always,No,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
33,157,Female,No,No,Rarely,3,Always,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
33,162,Female,No,Yes,Sometimes,1 or 2 ,Always,Yes,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Normal
33,163,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Walking,Overweight
33,161,Female,No,No,Always,3,Always,No,More than 2 Liters,Yes,3-4 days per week,3-5 hours per day,Automobile,Overweight
33,162,Female,No,No,Always,3,Rarely,No,More than 2 Liters,Yes,1-2 days per week,1-2 hours per day,Walking,Normal
33,164,Female,No,No,Rarely,3,Always,Yes,Less than 1 Liter,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
33,170,Female,No,No,Always,3,Sometimes,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Automobile,Normal
33,173,Female,No,No,Always,More than 3,Rarely,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
34,155,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Automobile,Normal
34,157,Female,No,No,Sometimes,1 or 2 ,Always,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Normal
34,157,Female,No,No,Sometimes,1 or 2 ,Usually,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
34,158,Female,Yes,Yes,Rarely,More than 3,Usually,Yes,Less than 1 Liter,Yes,7 days per week,More than 5 hourse per day,Automobile,Obesity
34,163,Female,Yes,No,Always,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
34,170,Female,No,No,Always,1 or 2 ,Sometimes,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Normal
34,171,Female,No,No,Always,1 or 2 ,Rarely,No,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Automobile,Normal
34,176,Female,No,No,Always,3,Rarely,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Normal
35,170,Female,No,Yes,Rarely,More than 3,Sometimes,No,More than 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
35,158,Female,No,No,Always,3,Always,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Normal
35,159,Female,No,Yes,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Normal
35,159,Female,No,No,Always,More than 3,Usually,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Automobile,Normal
35,161,Female,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
35,165,Female,No,No,Always,More than 3,Sometimes,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Normal
35,168,Female,No,No,Always,3,Usually,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Normal
35,170,Female,No,No,Always,1 or 2 ,Sometimes,Yes,More than 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Normal
36,153,Female,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
36,159,Female,No,Yes,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
36,162,Female,No,No,Always,1 or 2 ,Usually,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
36,161,Female,No,No,Always,1 or 2 ,Sometimes,No,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Automobile,Normal
36,167,Female,Yes,No,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
36,171,Female,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
37,170,Female,No,No,Always,3,Sometimes,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Normal
37,168,Female,No,No,Always,More than 3,Sometimes,Yes,Between 1 and 2 Liters,No,No sports,1-2 hours per day,Automobile,Normal
37,160,Female,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Normal
37,161,Female,No,No,Sometimes,1 or 2 ,Usually,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Automobile,Normal
37,162,Female,No,No,Sometimes,More than 3,Always,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
37,165,Female,No,Yes,Rarely,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
37,173,Female,No,No,Always,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Normal
37,178,Female,No,No,Sometimes,1 or 2 ,Rarely,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
38,153,Female,No,Yes,Rarely,3,Always,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
38,171,Female,Yes,Yes,Always,3,Rarely,No,Less than 1 Liter,Yes,No sports,3-5 hours per day,Automobile,Normal
38,177,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Normal
38,162,Female,No,No,Sometimes,More than 3,Always,No,Less than 1 Liter,Yes,7 days per week,1-2 hours per day,Automobile,Normal
38,163,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,Yes,5-6 days per week,3-5 hours per day,Automobile,Normal
38,169,Female,No,No,Always,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Normal
39,160,Female,No,No,Rarely,1 or 2 ,Always,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
39,159,Female,No,No,Always,3,Always,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
39,165,Female,No,No,Always,3,Rarely,No,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Normal
39,166,Female,No,No,Rarely,3,Sometimes,Yes,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Normal
39,169,Female,No,Yes,Sometimes,More than 3,Always,No,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
39,171,Female,No,Yes,Rarely,More than 3,Always,Yes,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
39,175,Female,No,No,Sometimes,More than 3,Always,Yes,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
40,161,Female,No,No,Sometimes,3,Always,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
40,158,Female,No,No,Sometimes,3,Rarely,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
40,165,Female,No,No,Rarely,3,Usually,Yes,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
40,166,Female,Yes,Yes,Rarely,More than 3,Rarely,Yes,More than 2 Liters,Yes,7 days per week,1-2 hours per day,Automobile,Overweight
40,167,Female,No,No,Always,More than 3,Always,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
40,169,Female,No,No,Rarely,3,Always,Yes,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
41,168,Female,No,No,Always,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Normal
41,158,Female,No,Yes,Always,3,Usually,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
41,161,Female,No,No,Sometimes,1 or 2 ,Rarely,No,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
41,165,Female,Yes,Yes,Sometimes,1 or 2 ,Always,Yes,Between 1 and 2 Liters,Yes,No sports,3-5 hours per day,Automobile,Overweight
41,166,Female,No,No,Rarely,3,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
41,165,Female,No,Yes,Sometimes,More than 3,Sometimes,No,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Obesity
41,166,Female,No,No,Sometimes,More than 3,Always,No,Between 1 and 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Obesity
41,179,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
42,168,Female,Yes,Yes,Rarely,More than 3,Rarely,No,Less than 1 Liter,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
42,158,Female,Yes,Yes,Rarely,3,Rarely,Yes,Less than 1 Liter,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
42,161,Female,No,Yes,Sometimes,1 or 2 ,Always,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
42,163,Female,No,No,Sometimes,1 or 2 ,Always,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
42,167,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
42,168,Female,No,Yes,Rarely,More than 3,Sometimes,No,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Overweight
42,168,Female,Yes,Yes,Rarely,More than 3,Always,No,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Automobile,Obesity
43,153,Female,No,Yes,Rarely,3,Always,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
43,157,Female,Yes,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,Yes,No sports,1-2 hours per day,Automobile,Obesity
43,159,Female,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
43,161,Female,No,No,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
43,166,Female,No,No,Rarely,More than 3,Usually,No,More than 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
43,167,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
43,171,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
43,170,Female,Yes,Yes,Rarely,More than 3,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Obesity
44,165,Female,Yes,Yes,Rarely,More than 3,Usually,No,Between 1 and 2 Liters,Yes,7 days per week,1-2 hours per day,Automobile,Obesity
44,157,Female,Yes,Yes,Rarely,More than 3,Always,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
44,160,Female,Yes,No,Always,3,Usually,Yes,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
44,157,Female,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
44,159,Female,No,Yes,Rarely,More than 3,Sometimes,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
44,161,Female,No,Yes,Rarely,3,Sometimes,No,Less than 1 Liter,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
44,167,Female,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Overweight
45,157,Female,No,Yes,Sometimes,3,Sometimes,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
45,160,Female,No,Yes,Rarely,3,Sometimes,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
45,161,Female,Yes,Yes,Rarely,3,Rarely,Yes,Between 1 and 2 Liters,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
45,162,Female,No,No,Always,3,Rarely,No,More than 2 Liters,No,No sports,3-5 hours per day,Automobile,Overweight
45,159,Female,No,Yes,Sometimes,More than 3,Usually,No,More than 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Obesity
45,160,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
45,162,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
45,162,Female,No,Yes,Rarely,3,Sometimes,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
46,156,Female,No,Yes,Rarely,More than 3,Sometimes,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
46,155,Female,Yes,Yes,Rarely,More than 3,Rarely,Yes,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
